BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
82,0.0,,,,,,,,,,,
83,0.0,,,,,,,,,,,
84,0.0,,,,,,,,,,,
85,0.0,,,,,,,,,,,
86,0.0,,,,,,,,,,,
87,0.0,,,,,,,,,,,
88,0.0,,,,,,,,,,,
89,0.0,,,,,,,,,,,
90,0.0,,,,,,,,,,,
91,0.0,,,,,,,,,,,
92,0.0,,,,,,,,,,,
93,0.0,,,,,,,,,,,
94,0.0,,,,,,,,,,,
95,0.0,,,,,,,,,,,
96,0.0,,,,,,,,,,,
97,0.0,,,,,,,,,,,
98,0.0,,,,,,,,,,,
99,0.0,,,,,,,,,,,
100,0.0,,,,,,,,,,,
101,0.0,,,,,,,,,,,
102,0.0,,,,,,,,,,,
103,0.0,,,,,,,,,,,
104,0.0,,,,,,,,,,,
105,0.0,,,,,,,,,,,
106,0.0,,,,,,,,,,,
107,0.0,,,,,,,,,,,
108,0.0,,,,,,,,,,,
109,0.0,,,,,,,,,,,
110,0.0,,,,,,,,,,,
111,0.0,,,,,,,,,,,
112,0.0,,,,,,,,,,,
113,0.0,,,,,,,,,,,
114,0.0,,,,,,,,,,,
115,0.0,,,,,,,,,,,
116,0.0,,,,,,,,,,,
117,0.0,,,,,,,,,,,
118,0.0,,,,,,,,,,,
119,0.0,,,,,,,,,,,
120,0.0,,,,,,,,,,,
121,0.0,,,,,,,,,,,
122,0.0,,,,,,,,,,,
123,0.0,,,,,,,,,,,
124,0.0,,,,,,,,,,,
125,0.0,,,,,,,,,,,
126,0.0,,,,,,,,,,,
127,0.0,,,,,,,,,,,
128,0.0,,,,,,,,,,,
129,0.0,,,,,,,,,,,
130,0.0,,,,,,,,,,,
131,0.0,,,,,,,,,,,
132,0.0,,,,,,,,,,,
133,0.0,,,,,,,,,,,
134,0.0,,,,,,,,,,,
135,0.0,,,,,,,,,,,
136,0.0,,,,,,,,,,,
137,0.0,,,,,,,,,,,
138,0.0,,,,,,,,,,,
139,0.0,,,,,,,,,,,
140,0.0,,,,,,,,,,,
141,0.0,,,,,,,,,,,
142,0.0,,,,,,,,,,,
143,0.0,,,,,,,,,,,
144,0.0,,,,,,,,,,,
145,0.0,,,,,,,,,,,
146,0.0,,,,,,,,,,,
147,0.0,,,,,,,,,,,
148,0.0,,,,,,,,,,,
149,0.0,,,,,,,,,,,
150,0.0,,,,,,,,,,,
151,0.0,,,,,,,,,,,
152,0.0,,,,,,,,,,,
153,0.0,,,,,,,,,,,
154,0.0,,,,,,,,,,,
155,0.0,,,,,,,,,,,
156,0.0,,,,,,,,,,,
157,0.0,,,,,,,,,,,
158,0.0,,,,,,,,,,,
159,0.0,,,,,,,,,,,
160,0.0,,,,,,,,,,,
161,0.0,,,,,,,,,,,
162,0.0,,,,,,,,,,,
163,0.0,,,,,,,,,,,
164,0.0,,,,,,,,,,,
165,0.0,,,,,,,,,,,
166,0.0,,,,,,,,,,,
167,0.0,,,,,,,,,,,
168,0.0,,,,,,,,,,,
169,0.0,,,,,,,,,,,
170,0.0,,,,,,,,,,,
171,0.0,,,,,,,,,,,
172,0.0,,,,,,,,,,,
173,0.0,,,,,,,,,,,
174,0.0,,,,,,,,,,,
175,0.0,,,,,,,,,,,
176,0.0,,,,,,,,,,,
177,0.0,,,,,,,,,,,
178,0.0,,,,,,,,,,,
179,0.0,,,,,,,,,,,
180,0.0,,,,,,,,,,,
181,0.0,,,,,,,,,,,
182,0.0,,,,,,,,,,,
183,0.0,,,,,,,,,,,
184,0.0,,,,,,,,,,,
185,0.0,,,,,,,,,,,
186,0.0,,,,,,,,,,,
187,0.0,,,,,,,,,,,
188,0.0,,,,,,,,,,,
189,0.0,,,,,,,,,,,
190,0.0,,,,,,,,,,,
191,0.0,,,,,,,,,,,
192,0.0,,,,,,,,,,,
193,0.0,,,,,,,,,,,
194,0.0,,,,,,,,,,,
195,0.0,,,,,,,,,,,
196,0.0,,,,,,,,,,,
197,0.0,,,,,,,,,,,
198,0.0,,,,,,,,,,,
199,0.0,,,,,,,,,,,
200,0.0,,,,,,,,,,,
201,0.0,,,,,,,,,,,
202,0.0,,,,,,,,,,,
203,0.0,,,,,,,,,,,
204,0.0,,,,,,,,,,,
205,0.0,,,,,,,,,,,
206,0.0,,,,,,,,,,,
207,0.0,,,,,,,,,,,
208,0.0,,,,,,,,,,,
209,0.0,,,,,,,,,,,
210,0.0,,,,,,,,,,,
211,0.0,,,,,,,,,,,
212,0.0,,,,,,,,,,,
213,0.0,,,,,,,,,,,
214,0.0,,,,,,,,,,,
215,0.0,,,,,,,,,,,
216,0.0,,,,,,,,,,,
217,0.0,,,,,,,,,,,
218,0.0,,,,,,,,,,,
219,0.0,,,,,,,,,,,
220,0.0,,,,,,,,,,,
221,0.0,,,,,,,,,,,
222,0.0,,,,,,,,,,,
223,0.0,,,,,,,,,,,
224,0.0,,,,,,,,,,,
225,0.0,,,,,,,,,,,
226,0.0,,,,,,,,,,,
227,0.0,,,,,,,,,,,
228,0.0,,,,,,,,,,,
229,0.0,,,,,,,,,,,
230,0.0,,,,,,,,,,,
231,0.0,,,,,,,,,,,
232,0.0,,,,,,,,,,,
233,0.0,,,,,,,,,,,
234,0.0,,,,,,,,,,,
235,0.0,,,,,,,,,,,
236,0.0,,,,,,,,,,,
237,0.0,,,,,,,,,,,
238,0.0,,,,,,,,,,,
239,0.0,,,,,,,,,,,
240,0.0,,,,,,,,,,,
241,0.0,,,,,,,,,,,
242,0.0,,,,,,,,,,,
243,0.0,,,,,,,,,,,
244,0.0,,,,,,,,,,,
245,0.0,,,,,,,,,,,
246,0.0,,,,,,,,,,,
247,0.0,,,,,,,,,,,
248,0.0,,,,,,,,,,,
249,0.0,,,,,,,,,,,
250,0.0,,,,,,,,,,,
251,0.0,,,,,,,,,,,
252,0.0,,,,,,,,,,,
253,0.0,,,,,,,,,,,
254,0.0,,,,,,,,,,,
255,0.0,,,,,,,,,,,
256,0.0,,,,,,,,,,,
257,0.0,,,,,,,,,,,
258,0.0,,,,,,,,,,,
259,0.0,,,,,,,,,,,
260,0.0,,,,,,,,,,,
261,0.0,,,,,,,,,,,
262,0.0,,,,,,,,,,,
263,0.0,,,,,,,,,,,
264,0.0,,,,,,,,,,,
265,0.0,,,,,,,,,,,
266,0.0,,,,,,,,,,,
267,0.0,,,,,,,,,,,
268,0.0,,,,,,,,,,,
269,0.0,,,,,,,,,,,
270,0.0,,,,,,,,,,,
271,0.0,,,,,,,,,,,
272,0.0,,,,,,,,,,,
273,0.0,,,,,,,,,,,
274,0.0,,,,,,,,,,,
275,0.0,,,,,,,,,,,
276,0.0,,,,,,,,,,,
277,0.0,,,,,,,,,,,
278,0.0,,,,,,,,,,,
279,0.0,,,,,,,,,,,
280,0.0,,,,,,,,,,,
281,0.0,,,,,,,,,,,
282,0.0,,,,,,,,,,,
283,0.0,,,,,,,,,,,
284,0.0,,,,,,,,,,,
285,0.0,,,,,,,,,,,
286,0.0,,,,,,,,,,,
287,0.0,,,,,,,,,,,
288,0.0,,,,,,,,,,,
289,0.0,,,,,,,,,,,
290,0.0,,,,,,,,,,,
291,-4049.988,,,,,,,,,,,
293,-1336.23,,,,,,,,,,,
295,-939.588,,,,,,,,,,,
297,-16.272,,,,,,,,,,,
299,-23.952,,,,,,,,,,,
301,-4293.924,,,,,,,,,,,
303,-744.2727,,,,,,,,,,,
305,-8159.976,,,,,,,,,,,
307,-9743.958,,,,,,,,,,,
309,-2146.962,,,,,,,,,,,
311,-722.5949,,,,,,,,,,,
313,-602.346,,,,,,,,,,,
315,-24.288,,,,,,,,,,,
317,-5831.946,,,,,,,,,,,
319,-874.794,,,,,,,,,,,
321,0.0,,,,,,,,,,,
323,-357.296,,,,,,,,,,,
325,-677.988,,,,,,,,,,,
327,-200.052,,,,,,,,,,,
329,-158.43,,,,,,,,,,,
331,-461.694,,,,,,,,,,,
333,-1096.8718,,,,,,,,,,,
335,-149.031,,,,,,,,,,,
337,-602.346,,,,,,,,,,,
339,-45.588,,,,,,,,,,,
341,-356.898,,,,,,,,,,,
343,-35.982,,,,,,,,,,,
345,-356.898,,,,,,,,,,,
347,-63.9,,,,,,,,,,,
349,-1430.442,,,,,,,,,,,
351,-404.664,,,,,,,,,,,
353,-602.346,,,,,,,,,,,
355,-68.382,,,,,,,,,,,
357,-1204.692,,,,,,,,,,,
359,-400.104,,,,,,,,,,,
361,-37.254,,,,,,,,,,,
363,-121.47,,,,,,,,,,,
365,-2041.188,,,,,,,,,,,
367,-41.994,,,,,,,,,,,
369,-5.988,,,,,,,,,,,
371,-104.97,,,,,,,,,,,
373,-200.052,,,,,,,,,,,
375,-57.6808,,,,,,,,,,,
377,-19.08,,,,,,,,,,,
379,-1430.442,,,,,,,,,,,
381,-3061.782,,,,,,,,,,,
383,-127.8,,,,,,,,,,,
385,-1308.9375,,,,,,,,,,,
387,-38.1,,,,,,,,,,,
389,-2485.7036,,,,,,,,,,,
391,-469.794,,,,,,,,,,,
393,-1430.442,,,,,,,,,,,
395,0.0,,,,,,,,,,,
397,-35.994,,,,,,,,,,,
399,0.0,,,,,,,,,,,
401,0.0,,,,,,,,,,,
403,0.0,,,,,,,,,,,
405,-360.258,,,,,,,,,,,
407,-602.346,,,,,,,,,,,
409,-64.788,,,,,,,,,,,
411,-939.588,,,,,,,,,,,
413,-136.764,,,,,,,,,,,
415,0.0,,,,,,,,,,,
417,-744.2727,,,,,,,,,,,
419,-158.43,,,,,,,,,,,
421,-367.8764,,,,,,,,,,,
423,0.0,,,,,,,,,,,
425,0.0,,,,,,,,,,,
427,-83.988,,,,,,,,,,,
429,-65.6018,,,,,,,,,,,
431,-1295.976,,,,,,,,,,,
433,0.0,,,,,,,,,,,
435,-356.898,,,,,,,,,,,
437,-183.9382,,,,,,,,,,,
439,-4079.988,,,,,,,,,,,
441,-1525.8048,,,,,,,,,,,
443,-445.41,,,,,,,,,,,
445,-158.43,,,,,,,,,,,
447,0.0,,,,,,,,,,,
449,-1430.442,,,,,,,,,,,
451,-1409.382,,,,,,,,,,,
453,-28.8404,,,,,,,,,,,
455,-127.8,,,,,,,,,,,
457,0.0,,,,,,,,,,,
459,0.0,,,,,,,,,,,
461,0.0,,,,,,,,,,,
463,-291.546,,,,,,,,,,,
465,-22.794,,,,,,,,,,,
467,0.0,,,,,,,,,,,
469,0.0,,,,,,,,,,,
471,-269.97,,,,,,,,,,,
473,-1466.01,,,,,,,,,,,
475,-63.168,,,,,,,,,,,
477,-291.576,,,,,,,,,,,
479,-119.976,,,,,,,,,,,
481,-1204.692,,,,,,,,,,,
483,-74.508,,,,,,,,,,,
485,0.0,,,,,,,,,,,
487,-2024.994,,,,,,,,,,,
489,-59.988,,,,,,,,,,,
491,-1016.982,,,,,,,,,,,
493,-858.9,,,,,,,,,,,
495,-179.976,,,,,,,,,,,
497,-1376.994,,,,,,,,,,,
499,0.0,,,,,,,,,,,
501,-66.4289,,,,,,,,,,,
503,-2485.7036,,,,,,,,,,,
505,-20.1865,,,,,,,,,,,
507,-356.898,,,,,,,,,,,
509,-461.694,,,,,,,,,,,
511,-1258.3767,,,,,,,,,,,
513,-323.994,,,,,,,,,,,
515,-60.5595,,,,,,,,,,,
517,-5831.946,,,,,,,,,,,
519,-838.9178,,,,,,,,,,,
521,-40.373,,,,,,,,,,,
523,-722.5949,,,,,,,,,,,
525,-72.894,,,,,,,,,,,
527,-419.4589,,,,,,,,,,,
529,0.0,,,,,,,,,,,
531,-43.152,,,,,,,,,,,
533,-179.97,,,,,,,,,,,
535,-315.882,,,,,,,,,,,
537,-400.104,,,,,,,,,,,
539,-37.254,,,,,,,,,,,
541,-228.6,,,,,,,,,,,
543,-1020.594,,,,,,,,,,,
545,-335.952,,,,,,,,,,,
547,-179.976,,,,,,,,,,,
549,-728.91,,,,,,,,,,,
551,-10.373,,,,,,,,,,,
553,-4291.326,,,,,,,,,,,
555,-469.794,,,,,,,,,,,
557,-32.394,,,,,,,,,,,
559,-6214.259,,,,,,,,,,,
561,-713.796,,,,,,,,,,,
563,-602.346,,,,,,,,,,,
565,-200.052,,,,,,,,,,,
567,-338.994,,,,,,,,,,,
569,-6147.2945,,,,,,,,,,,
571,0.0,,,,,,,,,,,
573,-874.794,,,,,,,,,,,
575,0.0,,,,,,,,,,,
577,-63.9,,,,,,,,,,,
579,-2409.384,,,,,,,,,,,
581,-2672.46,,,,,,,,,,,
583,-551.8146,,,,,,,,,,,
585,-419.4589,,,,,,,,,,,
587,-114.3,,,,,,,,,,,
589,-205.146,,,,,,,,,,,
591,-178.5808,,,,,,,,,,,
593,0.0,,,,,,,,,,,
595,-1204.692,,,,,,,,,,,
597,-5102.97,,,,,,,,,,,
599,-672.294,,,,,,,,,,,
601,-2932.02,,,,,,,,,,,
603,-115.3616,,,,,,,,,,,
605,0.0,,,,,,,,,,,
607,-83.988,,,,,,,,,,,
609,-6214.259,,,,,,,,,,,
611,-218.682,,,,,,,,,,,
613,-3011.73,,,,,,,,,,,
615,-39.9,,,,,,,,,,,
617,-4008.69,,,,,,,,,,,
619,-461.694,,,,,,,,,,,
621,-23.988,,,,,,,,,,,
623,-4175.982,,,,,,,,,,,
625,-2409.384,,,,,,,,,,,
627,-923.388,,,,,,,,,,,
629,-1525.8048,,,,,,,,,,,
631,-2039.994,,,,,,,,,,,
633,-72.882,,,,,,,,,,,
635,-2860.884,,,,,,,,,,,
637,-28.8404,,,,,,,,,,,
639,-939.588,,,,,,,,,,,
641,-367.8764,,,,,,,,,,,
643,-404.664,,,,,,,,,,,
645,0.0,,,,,,,,,,,
647,-672.294,,,,,,,,,,,
649,-26.724,,,,,,,,,,,
651,-400.104,,,,,,,,,,,
653,-1376.994,,,,,,,,,,,
655,-31.584,,,,,,,,,,,
657,-356.898,,,,,,,,,,,
659,-728.91,,,,,,,,,,,
661,-2932.02,,,,,,,,,,,
663,-28.8404,,,,,,,,,,,
665,-62.982,,,,,,,,,,,
667,-2039.994,,,,,,,,,,,
669,-436.908,,,,,,,,,,,
671,-60.5595,,,,,,,,,,,
673,0.0,,,,,,,,,,,
675,-83.988,,,,,,,,,,,
677,0.0,,,,,,,,,,,
679,0.0,,,,,,,,,,,
681,-218.682,,,,,,,,,,,
683,-45.588,,,,,,,,,,,
685,-4079.988,,,,,,,,,,,
687,-890.82,,,,,,,,,,,
689,-316.86,,,,,,,,,,,
691,-1570.632,,,,,,,,,,,
693,-40.373,,,,,,,,,,,
695,-1807.038,,,,,,,,,,,
697,-1749.588,,,,,,,,,,,
699,-1229.4589,,,,,,,,,,,
701,-1879.176,,,,,,,,,,,
703,-4079.988,,,,,,,,,,,
705,-266.7,,,,,,,,,,,
707,-64.788,,,,,,,,,,,
709,-2818.764,,,,,,,,,,,
711,0.0,,,,,,,,,,,
713,-419.4589,,,,,,,,,,,
715,-1020.594,,,,,,,,,,,
717,-890.82,,,,,,,,,,,
719,-728.91,,,,,,,,,,,
721,-469.794,,,,,,,,,,,
723,-419.4589,,,,,,,,,,,
725,-20.1865,,,,,,,,,,,
727,-1749.588,,,,,,,,,,,
729,-29.994,,,,,,,,,,,
731,-288.0,,,,,,,,,,,
733,-41.994,,,,,,,,,,,
735,-858.9,,,,,,,,,,,
737,-91.176,,,,,,,,,,,
739,-874.794,,,,,,,,,,,
741,-16.182,,,,,,,,,,,
743,-22.794,,,,,,,,,,,
745,-2348.97,,,,,,,,,,,
747,0.0,,,,,,,,,,,
749,0.0,,,,,,,,,,,
751,-6119.982,,,,,,,,,,,
753,-2624.382,,,,,,,,,,,
755,0.0,,,,,,,,,,,
757,-356.898,,,,,,,,,,,
759,-17.1,,,,,,,,,,,
761,-324.4527,,,,,,,,,,,
763,-20.1865,,,,,,,,,,,
765,-209.256,,,,,,,,,,,
767,-973.3581,,,,,,,,,,,
769,-4.122,,,,,,,,,,,
771,-1525.8048,,,,,,,,,,,
773,-55.308,,,,,,,,,,,
775,-469.794,,,,,,,,,,,
777,-722.5949,,,,,,,,,,,
779,-178.5808,,,,,,,,,,,
781,-80.746,,,,,,,,,,,
783,-54.942,,,,,,,,,,,
785,-713.796,,,,,,,,,,,
787,-677.988,,,,,,,,,,,
789,-1749.588,,,,,,,,,,,
791,-129.576,,,,,,,,,,,
793,-179.964,,,,,,,,,,,
795,-1430.442,,,,,,,,,,,
797,-10.373,,,,,,,,,,,
799,-20.1865,,,,,,,,,,,
801,-1020.594,,,,,,,,,,,
803,-1637.4,,,,,,,,,,,
805,-105.294,,,,,,,,,,,
807,-20.746,,,,,,,,,,,
809,-54.942,,,,,,,,,,,
811,-35.982,,,,,,,,,,,
813,-367.8764,,,,,,,,,,,
815,-266.7,,,,,,,,,,,
817,-818.7,,,,,,,,,,,
819,-4293.924,,,,,,,,,,,
821,-939.588,,,,,,,,,,,
823,-3644.55,,,,,,,,,,,
825,-178.5808,,,,,,,,,,,
827,-100.9325,,,,,,,,,,,
829,-672.294,,,,,,,,,,,
831,-2016.882,,,,,,,,,,,
833,-146.94,,,,,,,,,,,
835,-1409.382,,,,,,,,,,,
837,-890.82,,,,,,,,,,,
839,-1749.588,,,,,,,,,,,
841,-323.994,,,,,,,,,,,
843,-183.9382,,,,,,,,,,,
845,-26.724,,,,,,,,,,,
847,-70.452,,,,,,,,,,,
849,-11.4,,,,,,,,,,,
851,-722.5949,,,,,,,,,,,
853,-158.43,,,,,,,,,,,
855,-1336.23,,,,,,,,,,,
857,-1204.692,,,,,,,,,,,
859,-283.9489,,,,,,,,,,,
861,-209.256,,,,,,,,,,,
863,-121.119,,,,,,,,,,,
865,0.0,,,,,,,,,,,
867,-762.9024,,,,,,,,,,,
869,-80.746,,,,,,,,,,,
871,-20.52,,,,,,,,,,,
873,-94.752,,,,,,,,,,,
875,-24.294,,,,,,,,,,,
877,-838.9178,,,,,,,,,,,
879,-2753.988,,,,,,,,,,,
881,-4079.988,,,,,,,,,,,
883,-60.5595,,,,,,,,,,,
885,-858.9,,,,,,,,,,,
887,-1344.588,,,,,,,,,,,
889,-818.7,,,,,,,,,,,
891,-83.988,,,,,,,,,,,
893,-1430.442,,,,,,,,,,,
895,-2039.994,,,,,,,,,,,
897,-419.4589,,,,,,,,,,,
899,-11.4,,,,,,,,,,,
901,-91.176,,,,,,,,,,,
903,-874.794,,,,,,,,,,,
905,-283.9489,,,,,,,,,,,
907,-939.588,,,,,,,,,,,
909,-2186.73,,,,,,,,,,,
911,-91.176,,,,,,,,,,,
913,-323.994,,,,,,,,,,,
915,-28.8404,,,,,,,,,,,
917,0.0,,,,,,,,,,,
919,-1376.994,,,,,,,,,,,
921,-24.294,,,,,,,,,,,
923,-419.4589,,,,,,,,,,,
925,-552.4984,,,,,,,,,,,
927,-1295.988,,,,,,,,,,,
929,-161.982,,,,,,,,,,,
931,-270.156,,,,,,,,,,,
933,-874.794,,,,,,,,,,,
935,-8159.976,,,,,,,,,,,
937,-1308.9375,,,,,,,,,,,
939,-179.964,,,,,,,,,,,
941,-356.898,,,,,,,,,,,
943,-1409.382,,,,,,,,,,,
945,-728.91,,,,,,,,,,,
947,-167.976,,,,,,,,,,,
949,-1879.176,,,,,,,,,,,
951,-134.982,,,,,,,,,,,
953,-2401.05,,,,,,,,,,,
955,0.0,,,,,,,,,,,
957,-2342.4546,,,,,,,,,,,
959,-202.332,,,,,,,,,,,
961,-4.122,,,,,,,,,,,
963,-11.4,,,,,,,,,,,
965,-214.236,,,,,,,,,,,
967,0.0,,,,,,,,,,,
969,-809.328,,,,,,,,,,,
971,-200.052,,,,,,,,,,,
973,-1677.8356,,,,,,,,,,,
975,-338.994,,,,,,,,,,,
977,-100.9325,,,,,,,,,,,
979,-1749.588,,,,,,,,,,,
981,-648.9054,,,,,,,,,,,
983,-97.182,,,,,,,,,,,
985,-209.97,,,,,,,,,,,
987,-1409.382,,,,,,,,,,,
989,-274.47,,,,,,,,,,,
991,-164.4279,,,,,,,,,,,
993,-728.91,,,,,,,,,,,
995,-144.0,,,,,,,,,,,
997,-419.94,,,,,,,,,,,
999,-1430.442,,,,,,,,,,,
1001,-89.988,,,,,,,,,,,
1003,-1430.442,,,,,,,,,,,
1005,0.0,,,,,,,,,,,
1007,0.0,,,,,,,,,,,
1009,-4049.988,,,,,,,,,,,
1011,-1258.3767,,,,,,,,,,,
1013,-125.982,,,,,,,,,,,
1015,-115.3616,,,,,,,,,,,
1017,-14.97,,,,,,,,,,,
1019,-148.161,,,,,,,,,,,
1021,-2024.994,,,,,,,,,,,
1023,-762.9024,,,,,,,,,,,
1025,-2.994,,,,,,,,,,,
1027,-1229.4589,,,,,,,,,,,
1029,-88.164,,,,,,,,,,,
1031,-9942.8144,,,,,,,,,,,
1033,-323.994,,,,,,,,,,,
1035,-4291.326,,,,,,,,,,,
1037,-890.82,,,,,,,,,,,
1039,-7457.1108,,,,,,,,,,,
1041,-98.982,,,,,,,,,,,
1043,-183.9382,,,,,,,,,,,
1045,-40.373,,,,,,,,,,,
1047,-818.7,,,,,,,,,,,
1049,-86.5212,,,,,,,,,,,
1051,-655.362,,,,,,,,,,,
1053,-445.41,,,,,,,,,,,
1055,-67.7988,,,,,,,,,,,
1057,0.0,,,,,,,,,,,
1059,-149.874,,,,,,,,,,,
1061,-198.036,,,,,,,,,,,
1063,-183.9382,,,,,,,,,,,
1065,-45.588,,,,,,,,,,,
1067,-20.1865,,,,,,,,,,,
1069,-141.3055,,,,,,,,,,,
1071,-356.898,,,,,,,,,,,
1073,-356.898,,,,,,,,,,,
1075,-1430.442,,,,,,,,,,,
1077,-12.144,,,,,,,,,,,
1079,-127.8,,,,,,,,,,,
1081,-419.4589,,,,,,,,,,,
1083,-1336.23,,,,,,,,,,,
1085,-20.1865,,,,,,,,,,,
1087,-672.294,,,,,,,,,,,
1089,-37.254,,,,,,,,,,,
1091,-780.8182,,,,,,,,,,,
1093,-606.996,,,,,,,,,,,
1095,-324.4527,,,,,,,,,,,
1097,0.0,,,,,,,,,,,
1099,-728.91,,,,,,,,,,,
1101,-72.162,,,,,,,,,,,
1103,0.0,,,,,,,,,,,
1105,-65.6018,,,,,,,,,,,
1107,-2624.382,,,,,,,,,,,
1109,-445.41,,,,,,,,,,,
1111,-2024.994,,,,,,,,,,,
1113,-342.9,,,,,,,,,,,
1115,-404.664,,,,,,,,,,,
1117,-419.4589,,,,,,,,,,,
1119,-419.4589,,,,,,,,,,,
1121,-200.052,,,,,,,,,,,
1123,0.0,,,,,,,,,,,
1125,-1445.1898,,,,,,,,,,,
1127,-183.9382,,,,,,,,,,,
1129,-602.346,,,,,,,,,,,
1131,-5.1865,,,,,,,,,,,
1133,-149.016,,,,,,,,,,,
1135,-115.3616,,,,,,,,,,,
1137,-40.373,,,,,,,,,,,
1139,-41.994,,,,,,,,,,,
1141,-114.3,,,,,,,,,,,
1143,-672.294,,,,,,,,,,,
1145,-2860.884,,,,,,,,,,,
1147,-874.794,,,,,,,,,,,
1149,-17.964,,,,,,,,,,,
1151,-2860.884,,,,,,,,,,,
1153,-356.898,,,,,,,,,,,
1155,-2458.9178,,,,,,,,,,,
1157,-63.9,,,,,,,,,,,
1159,-63.9,,,,,,,,,,,
1161,-1242.8518,,,,,,,,,,,
1163,-4079.988,,,,,,,,,,,
1165,-72.894,,,,,,,,,,,
1167,-28.8404,,,,,,,,,,,
1169,-419.4589,,,,,,,,,,,
1171,-67.539,,,,,,,,,,,
1173,-3926.8125,,,,,,,,,,,
1175,-57.6808,,,,,,,,,,,
1177,-62.982,,,,,,,,,,,
1179,0.0,,,,,,,,,,,
1181,-8587.848,,,,,,,,,,,
1183,-48.589,,,,,,,,,,,
1185,-551.8146,,,,,,,,,,,
1187,-33.7745,,,,,,,,,,,
1189,0.0,,,,,,,,,,,
1191,-838.9178,,,,,,,,,,,
1193,0.0,,,,,,,,,,,
1195,-1020.594,,,,,,,,,,,
1197,-647.988,,,,,,,,,,,
1199,-43.152,,,,,,,,,,,
1201,-37.254,,,,,,,,,,,
1203,-5.1865,,,,,,,,,,,
1205,-2890.3796,,,,,,,,,,,
1207,0.0,,,,,,,,,,,
1209,-4082.376,,,,,,,,,,,
1211,-22.794,,,,,,,,,,,
1213,-144.202,,,,,,,,,,,
1215,-37.254,,,,,,,,,,,
1217,-74.508,,,,,,,,,,,
1219,-4971.4072,,,,,,,,,,,
1221,0.0,,,,,,,,,,,
1223,-419.4589,,,,,,,,,,,
1225,0.0,,,,,,,,,,,
1227,-1749.588,,,,,,,,,,,
1229,-59.988,,,,,,,,,,,
1231,-29.388,,,,,,,,,,,
1233,-90.8393,,,,,,,,,,,
1235,-134.982,,,,,,,,,,,
1237,-266.7,,,,,,,,,,,
1239,-419.4589,,,,,,,,,,,
1241,-647.994,,,,,,,,,,,
